ID	ZT0_REP1	ZT4_REP1	ZT8_REP1	ZT12_REP1	ZT16_REP1	ZT20_REP1	ZT24_REP1	ZT28_REP1	ZT32_REP1	ZT36_REP1	ZT40_REP1	ZT44_REP1	ZT48_REP1
sub_1005	800.082	977.2	880.486	875.147	937.591	849.456	1079.09	910.834	925.153	899.868	1046.66	917.907	948.273
sub_1006	1430.34	645.177	642.468	1136.65	650.267	522.528	682.077	716.657	686.372	1004.94	490.528	717.52	794.575
sub_1007	5165.04	2669.49	2651.78	3609.63	2666.01	2263.6	2777.08	2785.39	3155.89	4130.94	2176.68	3307.06	3544.41
sub_1008	1976.93	1674.08	1861.65	2070.26	1775.72	2492.14	1960.77	2027.26	2032.65	1926.95	1567.92	1813.11	1843.24
sub_1009	6504.603125	5553.328125	6655.260625	5661.36	5638.99	7283.9925	5662.19875	5615.18375	6762.75	5888.203125	5243.019375	5636.856875	5637.905
sub_1010	12221.1697297297	10558.1694594595	11461.9132432432	11095.6972972973	11084.8805405405	11366.4791891892	10638.9918918919	10823.65	11256.5759459459	11198.1962162162	9997.43351351351	10891.8575675676	10484.6535135135
sub_1011	12712.4	11114.4	12273.8	12017.2	11866.5	11871.8	11074.2	11243.9	12129.2	11611.3	10751.8	11796.7	11511.1
sub_1012	19910.7	17808.2	17881.1	17341.3	17596.7	16663	18057.7	17937.6	16880.6	19078.8	14893.2	18332	15450.7
sub_1013	560.984	596.296	564.722	624.89	609.977	539.412	663.628	556.919	583.917	569.516	646.143	579.872	625.701
sub_1014	400.863	393.013	405.414	407.155	373.594	461.717	429.538	368.017	422.035	406.145	361.741	359.626	397.802
sub_1015	257.797	214.819	257.138	238.563	222.585	320.65	227.112	246.878	260.732	221.728	216.134	221.499	215.425
sub_1016	450.74	394.492	478.099	400.898	440.985	340.819	455.179	407.164	401.074	432.292	465.144	394.847	449.527
sub_1017	2276.65	2397.47	2559.78	2003.69	2675.47	2327.21	2320.68	2544.58	2183.81	2105.19	2075.89	2246.32	2028.04
sub_1018	233.48	248.603	274.438	226.893	270.987	268.335	260.727	266.245	281.527	248.847	225.434	301.148	221.567
sub_1019	2235.06	2251.91	2579.95	2442.58	2626.97	3100.08	2663.29	2705.37	2800.65	2487.95	2504.69	2598.78	2582.87
sub_1020	429.432	633.228	632.4	479.345	709.359	819.874	574.341	644.891	577.307	570.59	411.067	539.655	406.864
sub_1021	2464.06	1820.66	1930.48	1589.76	1675.26	2122.88	1174.31	1650.55	1859.45	1609.79	1254.95	1439.46	1326
sub_1022	487.461	648.513	519.634	554.401	622.943	483.084	680.994	615.161	541.839	594.083	631.17	594.412	562.496
sub_1023	2076.23	2973.71	2784.34	2365.77	2968.46	2668.35	2992.51	2904.72	2313.34	2715.22	2477.05	2856.24	2607.18
sub_1024	4185.98	2891.13	3088.505	3490.36	2998.375	2802.4	3580.165	3203.19	3233.57	4375.41	2196.975	3572.84	2856.73
sub_1025	278.472	335.174	286.629	304.361	335.751	284.776	352.796	317.874	282.071	317.72	296.345	274.346	305.085
sub_1026	397.62	403.404	425.457	397.039	469.625	509.815	426.636	482.553	456.825	390.753	374.978	417.155	397.323
sub_1027	911.165	1041.65	887.995	1023.34	991.394	893.697	1032.58	1066.04	931.226	1016.59	1051.51	1000.41	972.908
sub_1028	925.25	938.044	931.1215	892.213	930.1475	943.4075	950.7085	934.8415	952.374	956.761	931.2535	926.974	898.084
sub_1029	342.847	364.06	367.448	335.481	379.881	442.447	379.33	408.877	433.18	357.821	406.084	351.488	347.434
sub_1030	2481.655	1772.85	2528.45	1995.72	1912.87	2766.295	1711.04	1705.43	2661.17	1764.88	1590.35	1879.65	1733.015
sub_1031	487.561	558.924	521.572	473.88	527.188	510.882	495.178	521.738	476.352	520.775	487.022	502.584	485.715
sub_1032	556.618	508.611	579.522	512.211	535.096	608.139	610.949	557.181	619.46	541.371	564.466	534.223	518.628
sub_1033	1166.79166666667	1379.849	1246.891	1153.42166666667	1397.337	1329.305	1245.312	1356.48766666667	1224.63466666667	1327.814	1079.63066666667	1329.564	1149.051
sub_1034	541.722	573.167	542.39	596.968	561.655	507.862	583.458	572.295	499.94	555.716	603.344	573.812	584.924
sub_1035	613.044	731.844	684.753	659.412	685.307	653.543	727.075	672.286	660.641	645.569	708.307	654.25	608.045
sub_1036	1021.1	1254.92	1035.22	1090.27	1202.51	936.282	1343.85	1186.83	1135.09	1166.47	1252.92	1278.56	1123.85
sub_1037	933.474	779.229	934.122	815.533	827.894	987.566	845.652	835.323	918.553	837.342	735.61	737.405	788.352
sub_1038	823.073	824.604	794.569	828.596	772.608	684.186	954.029	784.927	658.951	843.49	790.734	812.111	724.529
sub_1039	3780.66	4135.44	3117.64	3208.19	3995.69	2629.74	3301.99	3581.53	2780.15	3391.48	3346.82	3465.39	2814.94
sub_1040	181.234	178.706	198.635	168.967	180.465	195.318	190.209	186.103	201.199	174.948	207.852	184.27	189.196
sub_1041	228.789	215.687	243.373	224.833	235.998	233.315	255.435	212.672	247.817	220.315	223.967	211.301	210.245
sub_1042	730.399	1015.3	803.848	854.4	972.844	752.488	994.57	916.971	847.719	906.212	961.899	1012.84	949.874
sub_1043	404.0865	440.3295	424.89	451.7485	425.5795	408.7605	482.7475	429.8845	415.7485	446.9645	452.705	442.9735	434.0575
sub_1044	355.246	392.711	309.145	408.563	273.081	306.87	267.251	321.726	287.992	353.478	240.382	487.577	323.635
sub_1045	3533.995	3573.285	4156.58	3699.97	3896.73	4101.895	3700.28	3657.635	4294.035	3333.11	3361.135	3872	3826.965
sub_1046	78.999	88.228	103.721	88.0338	96.6652	87.5932	118.616	80.5898	94.2371	87.8647	112.524	92.6448	94.7028
sub_1047	216.222	256.837	209.834	254.546	222.592	254.335	235.055	233.87	188.245	250.913	219.848	202.908	230.195
sub_1048	1832.36	1788.61	1872.25	1773.23	1938.13	2341.58	1783.51	2018.44	2017.8	1847.29	1650.66	1753.94	1892.06
sub_1049	155.849	176.795	195.148	165.662	179.726	200.27	197.52	175.843	203.753	176.11	162.727	205.604	154.637
sub_1050	179.691	143.72	171.505	171.161	175.917	150.298	149.852	172.235	165.274	167.045	189.27	160.285	214.237
sub_1051	649.933	714.654	696.166	695.728	724.864	748.181	805.768	795.232	755.418	712.083	835.398	722.171	730.761
sub_1052	360.266	202.215	307.206	264.273	246.378	224.714	219.472	230.8	237.819	233.638	259.801	241.558	265.598
sub_1053	893.003	1020.16	861.545	953.254	1044.95	941.54	1036.94	1030.59	996.854	969.435	951.579	932.17	931.213
sub_1054	507.17	456.924	449.27	521.726	455.006	505.255	460.475	512.298	436.544	474.446	418.509	413.087	404.664
sub_1055	1653.5205	1326.085	1707.6835	1547.12	1454.941	1859.357	1382.9205	1545.769	1700.4065	1452.118	1239.19015	1490.5275	1466.136
sub_1056	2079.74	2284.68	2126.87	1996.48	2305.24	2038.1	1957.93	2137.97	2058.06	1884.26	1899.36	2186.1	1840.57
