ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_6_REP_1	TP_12_REP_1	TP_18_REP_1	TP_24_REP_1	TP_30_REP_1	TP_36_REP_1	TP_42_REP_1
sub_332	0.0018573551263001485	0.00959572902824343	23.40351	11.91930932905499	2.714094042258692	2.8822777333413105	0.99220216	0.0	1.50069079784002	2.28421876800059	5.50006351373653	2.11432227298709	0	3.60799280135187	6.7935293755984	2.38078221750433
sub_333	0.020766999221679756	0.032532555628362846	23.457157	20.533273799060694	601.6963909680703	2482.1414915288324	0.9280674	0.0	2521.16054037123	2213.40798619257	1900.27194399597	3043.56691196491	2749.5183079624	2102.25713892102	2022.77337158442	3137.8709626707
sub_334	0.003467062902426944	0.011701337295690936	25.885456	5.767717606207999	173.90841625148644	461.04413457802286	0.9864942	0.0	492.226581691526	660.139223952171	496.380732114722	280.147701170789	404.07849032178	588.102826620355	545.180732391771	346.403812646879
sub_335	0.0009905894006934125	0.008293306610456477	23.732529	7.932013430313864	1454.287368009687	4238.814028730151	0.9954906	0.0	3450.0881442342	5508.39355903343	4926.6818924295	3024.53801150803	3606.11371962245	5243.61620463138	4974.56188528193	2236.74489334531
sub_336	0.0004952947003467063	0.006010317712072391	24.44096	17.893538099451476	4563.679838063031	5154.147008576044	0.99697864	0.0	4114.89416767733	1106.70399309629	5369.43700528529	10051.4880857806	4647.53998647701	1953.12676979848	4120.27556630043	9739.7800518102
sub_337	0.014186655345644944	0.025272968694320875	22.45636	12.86654643392994	217.01832034017352	961.931013887554	0.9492624	0.0	795.36612285521	902.266413360234	1157.76336964154	974.702567847048	760.993245180135	948.902106755541	1608.36807967292	851.129642757796
sub_338	0.010967239793391353	0.02153125807807421	23.122272	15.824103038891169	786.7860431895413	1791.9396793489636	0.9603116	0.0	1470.67698188322	973.077195168252	2437.90315246372	2419.84184143372	1659.65361009135	1201.46160285017	2426.98836943253	2229.6025466928
sub_339	0.032724828415764524	0.046320858045905224	21.75751	1.385126057428598	113.32944362772648	766.864476921404	0.8949312	0.0	1011.46559774417	823.460865864213	664.132669283686	733.66982872652	875.715844956035	678.302646654151	672.559408184241	780.896567341419
sub_340	0.0004952947003467063	0.006010317712072391	21.804314	1.0410792898986876	111.33973901073617	211.390524342257	0.99690896	0.0	291.134014780964	227.279767416059	114.126317910033	244.204222530009	345.442494880765	158.751683259482	74.7288231315824	285.693866100519
sub_341	0.006208872850774782	0.01513839190951269	25.998844	16.13759378644777	57.67472790583252	691.4110459572078	0.9766451	0.0	657.302569453928	623.591723664161	730.133431448524	735.784150999507	655.193514275694	647.033375709102	652.178820057446	757.088745166376
sub_342	0.00750017689096441	0.017234449026045876	21.91421	1.395101897809959	59.30346123285936	177.0756633281095	0.9723231	0.0	280.629179196083	212.432345424055	137.501587843413	182.888876613383	225.621112892603	153.941026191013	117.188381729072	178.558666312824
sub_343	0.011904761904761904	0.02274955314717153	22.439688	0.3571387223490091	422.5188681378398	1831.7757043037918	0.9567775	0.0	2176.00165686803	2010.11251584052	1436.89159296367	2160.8373629928	2414.27337750616	1624.79942487546	1399.46705137327	1960.57415611481
sub_344	0.0003537819288190759	0.0053814715933042535	21.810665	2.429892617361618	23.96939262955796	41.27155648856434	0.9978808	0.0	57.0262503179207	54.8212504320142	17.8752064196437	32.7719952312999	68.8335598655399	45.701242150457	20.3805881267952	48.8060354588387
sub_345	0.0012382367508667657	0.008797997966684915	24.246233	10.804941927223688	47.27855164576815	254.73871447832397	0.99460936	0.0	210.096711697603	269.53781462407	299.753461498641	242.089900257022	223.071721786472	266.991467300038	337.97808643602	240.459003967937
sub_346	0.005041392485671832	0.01414208801175475	23.737804	1.8889944552261893	1148.623949416568	5573.89387571417	0.9812377	0.0	6574.52638533712	6395.81255040166	4324.42493767535	5530.00990499773	6474.17871401995	6220.17958953062	4485.42777023884	5156.77428311437
sub_347	0.0006898747611971981	0.0063680747187433665	23.898216	16.735484686263185	212.00692370849436	1058.1980358587607	0.99593914	0.0	990.455926574412	858.866256768222	1145.38822673563	1297.13671447758	1027.40461577084	837.054329913634	1129.42425869323	1199.91423762218
sub_348	0.010931861600509445	0.02153125807807421	26.288994	18.409702598426076	2462.33002296658	9184.37756704801	0.9605629	0.0	8195.27244700434	6828.67200693777	9216.73143314399	12219.7255767289	9820.25454081702	7466.13977026413	7680.08495911399	10295.6926995975
sub_349	0.0060496709828061985	0.01513839190951269	24.168428	6.923744729942517	126.85913116223257	311.62039269884383	0.9776904	0.0	277.627797600403	496.817582040129	342.378953730099	199.80345479728	261.312588378438	434.161800429342	331.184557060422	198.795315161611
sub_350	0.058214816387178944	0.07388014300605554	22.55562	20.821063000116485	59.8135641175757	170.03686673076635	0.83122337	0.0	199.591876112723	151.900548072039	108.626254396296	225.175322073125	195.02841961903	146.725040588309	106.998087665675	295.216994970536
sub_351	0.0053421071251680465	0.014532684370734232	23.685123	7.539208947582468	138.8981630164298	107.78878626674697	0.98028713	0.0	10.5048355848801	271.82203339207	121.001397302204	7.40012795545481	8.92286887145887	268.194131567156	120.585146416872	5.95195554376081
sub_352	0.06382225995896129	0.07984415906035519	24.693745	17.292578714384135	9.378919715036327	31.725325214038666	0.81651115	0.0	34.5158883503204	26.2685158320068	35.7504128392874	38.0578009137676	28.0433021674422	20.4452925409939	28.8724998462932	57.1387732201038
sub_353	0.08096299441024553	0.09683281723484516	21.909527	21.270757919472295	116.64992618737257	1216.1179371162584	0.7691581	0.0	1298.09754013162	1186.65164997631	1104.13775038261	1305.59400356953	1223.70773094293	1185.82696737765	1107.34528822254	1432.04050382885
sub_354	0.003714710252600297	0.012157233553964608	23.830807	0.0	12.076210154599027	11.108419656943102	0.98576725	0.0	25.5117435632803	7.99476568800207	2.75003175686826	10.5716113649354	31.8673888266388	3.60799280135187	0	4.76156443500865
sub_355	0.01714073445128423	0.0283784034173709	23.23181	12.941100680796298	1.6857472202776362	1.6897577823903744	0.9379226	0.0	0	1.1421093840003	2.75003175686826	2.11432227298709	0	2.40532853423458	3.3967646877992	2.38078221750433
sub_356	0.025083138753272484	0.03746858900903773	23.555578	17.99513622230713	8.813590801475346	11.47517700881522	0.9171547	0.0	13.5062171805602	1.1421093840003	13.7501587843413	19.0289004568838	7.64817331839332	4.81065706846916	8.491911719498	22.6174310662911
sub_357	0.007040260383499611	0.016422205646176198	25.715202	23.737669069305117	51.65498389711647	194.94219779037792	0.9738651	0.0	228.105001271683	177.026954520046	156.751810141491	217.77519411767	286.80649943975	186.41296140318	142.664116887566	177.368275204072
sub_358	0.10296823038279204	0.11906390665247903	22.879387	14.929606833403279	2.826975320378595	2.7722634885480337	0.7010067	0.0	1.50069079784002	0	5.50006351373653	3.17148340948063	2.54939110613111	0	6.7935293755984	3.57117332625649
sub_359	0.0052182834500813695	0.014376903382877242	23.160265	0.3686070653114052	3.7109151829543423	2.8637779927001947	0.9806865	0.0	10.5048355848801	2.28421876800059	0	2.11432227298709	7.64817331839332	1.20266426711729	0	2.38078221750433
sub_360	0.049759428288403025	0.06529791318526763	22.43082	0.7139951909251169	29.737358598948802	184.93899812050404	0.85265315	0.0	207.095330101923	178.169063904046	174.627016561135	185.00319888637	219.247635127275	179.196975800476	134.172205168068	204.747270705372
sub_361	0.006261940140097644	0.01513839190951269	26.033966	24.86060632466623	841.7661708270521	5307.051858877645	0.97615314	0.0	6016.26940854064	4821.98581924925	4563.67770052289	5308.00606633408	6578.70374937132	5571.9435495544	4558.45821102652	4729.42387507234
sub_362	0.0018927333191820562	0.00959572902824343	24.410397	3.8850352778923756	1895.872784343484	3361.580380999827	0.9919402	0.0	4251.45703028077	4657.52206795321	2666.15578828378	1824.66012158786	3868.70100355395	5479.33840098637	1876.71249000906	1741.54219210441
sub_363	0.0005483619896695677	0.006043172947378909	24.859655	11.869611111982989	4.341663307519432	4.20689751485513	0.99663574	0.0	0	4.56843753600118	9.62511114903893	3.17148340948063	0	2.40532853423458	8.491911719498	3.57117332625649
sub_364	0.0018927333191820562	0.00959572902824343	24.160648	1.538114645025013	11610.144616142628	19388.03103511227	0.9919893	0.0	27774.7852864231	26262.8052850868	8500.34816047981	18211.7148983743	32086.6364617661	24512.7030923846	8947.07818766309	12003.9039406568
sub_365	0.0003360928323781221	0.0053814715933042535	23.994717	13.747959943299609	4.539024077665125	20.631453033101273	0.9979482	0.0	18.0082895740802	18.2737501440047	24.7502858118144	21.1432227298709	16.5710421898522	18.0399640067593	25.475735158494	22.6174310662911
sub_366	0.06454751291304041	0.08049805305552382	24.282228	11.980373739815796	1.282985096467769	2.262299502354274	0.8141258	0.0	0	2.28421876800059	2.75003175686826	2.11432227298709	1.27469555306555	2.40532853423458	5.0951470316988	2.38078221750433
sub_367	0.06881058515531027	0.0848349679996976	23.788631	0.37860782829413786	1.1239969497109659	1.1231548515020893	0.80334	0.0	1.50069079784002	1.1421093840003	0	1.05716113649354	5.09878221226221	1.20266426711729	0	1.19039110875216
sub_368	0.0021403806693554095	0.010365969161003777	23.148132	1.4736558730978793	59.79122938191108	233.25128639002935	0.9912719	0.0	286.631942387444	251.264064480065	159.501841898359	218.832355254164	293.179977205077	264.586138765804	186.822057828956	245.220568402946
